"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/24/2023","AirNow","060131002","1","0.028","ppm","26","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/25/2023","AirNow","060131002","1","0.032","ppm","30","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/26/2023","AirNow","060131002","1","0.021","ppm","19","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/27/2023","AirNow","060131002","1","0.03","ppm","28","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/28/2023","AirNow","060131002","1","0.032","ppm","30","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/29/2023","AirNow","060131002","1","0.034","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/30/2023","AirNow","060131002","1","0.037","ppm","34","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/31/2023","AirNow","060131002","1","0.031","ppm","29","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/01/2023","AirNow","060131002","1","0.03","ppm","28","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/02/2023","AirNow","060131002","1","0.015","ppm","14","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/03/2023","AirNow","060131002","1","0.032","ppm","30","Bethel Island","20","83.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/08/2023","AirNow","060131002","1","0.034","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/09/2023","AirNow","060131002","1","0.038","ppm","35","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/10/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","22","92.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/11/2023","AirNow","060131002","1","0.037","ppm","34","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/12/2023","AirNow","060131002","1","0.036","ppm","33","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/15/2023","AirNow","060131002","1","0.037","ppm","34","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/16/2023","AirNow","060131002","1","0.032","ppm","30","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/17/2023","AirNow","060131002","1","0.037","ppm","34","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/18/2023","AirNow","060131002","1","0.036","ppm","33","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/19/2023","AirNow","060131002","1","0.036","ppm","33","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/20/2023","AirNow","060131002","1","0.038","ppm","35","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/23/2023","AirNow","060131002","1","0.04","ppm","37","Bethel Island","23","96.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/24/2023","AirNow","060131002","1","0.039","ppm","36","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/25/2023","AirNow","060131002","1","0.034","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/26/2023","AirNow","060131002","1","0.033","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/27/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"02/28/2023","AirNow","060131002","1","0.039","ppm","36","Bethel Island","21","88.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/02/2023","AirNow","060131002","1","0.039","ppm","36","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/03/2023","AirNow","060131002","1","0.038","ppm","35","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/04/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/05/2023","AirNow","060131002","1","0.046","ppm","43","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/06/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/07/2023","AirNow","060131002","1","0.043","ppm","40","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/08/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/09/2023","AirNow","060131002","1","0.038","ppm","35","Bethel Island","22","92.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/10/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/11/2023","AirNow","060131002","1","0.03","ppm","28","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/12/2023","AirNow","060131002","1","0.034","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/13/2023","AirNow","060131002","1","0.033","ppm","31","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/14/2023","AirNow","060131002","1","0.04","ppm","37","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/15/2023","AirNow","060131002","1","0.038","ppm","35","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/16/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/17/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/18/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/19/2023","AirNow","060131002","1","0.049","ppm","45","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/20/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","18","75.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/21/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/23/2023","AirNow","060131002","1","0.044","ppm","41","Bethel Island","18","75.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/24/2023","AirNow","060131002","1","0.042","ppm","39","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/25/2023","AirNow","060131002","1","0.044","ppm","41","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/26/2023","AirNow","060131002","1","0.043","ppm","40","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/27/2023","AirNow","060131002","1","0.043","ppm","40","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/28/2023","AirNow","060131002","1","0.043","ppm","40","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/29/2023","AirNow","060131002","1","0.041","ppm","38","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/30/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"03/31/2023","AirNow","060131002","1","0.046","ppm","43","Bethel Island","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"04/01/2023","AirNow","060131002","1","0.045","ppm","42","Bethel Island","19","79.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","38.006311","-121.641918"
"01/01/2023","AirNow","060131004","1","0.033","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/02/2023","AirNow","060131004","1","0.03","ppm","28","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/03/2023","AirNow","060131004","1","0.027","ppm","25","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/04/2023","AirNow","060131004","1","0.042","ppm","39","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/05/2023","AirNow","060131004","1","0.042","ppm","39","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/06/2023","AirNow","060131004","1","0.031","ppm","29","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/07/2023","AirNow","060131004","1","0.039","ppm","36","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/08/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/09/2023","AirNow","060131004","1","0.034","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/10/2023","AirNow","060131004","1","0.045","ppm","42","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/11/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/12/2023","AirNow","060131004","1","0.026","ppm","24","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/13/2023","AirNow","060131004","1","0.036","ppm","33","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/14/2023","AirNow","060131004","1","0.038","ppm","35","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/15/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/16/2023","AirNow","060131004","1","0.036","ppm","33","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/17/2023","AirNow","060131004","1","0.024","ppm","22","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/18/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/19/2023","AirNow","060131004","1","0.032","ppm","30","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/20/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/21/2023","AirNow","060131004","1","0.023","ppm","21","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/22/2023","AirNow","060131004","1","0.039","ppm","36","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/23/2023","AirNow","060131004","1","0.036","ppm","33","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/24/2023","AirNow","060131004","1","0.033","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/25/2023","AirNow","060131004","1","0.025","ppm","23","San Pablo","18","75.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/26/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/27/2023","AirNow","060131004","1","0.026","ppm","24","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/28/2023","AirNow","060131004","1","0.029","ppm","27","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/29/2023","AirNow","060131004","1","0.034","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/30/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"01/31/2023","AirNow","060131004","1","0.028","ppm","26","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/01/2023","AirNow","060131004","1","0.028","ppm","26","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/02/2023","AirNow","060131004","1","0.029","ppm","27","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/03/2023","AirNow","060131004","1","0.033","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/04/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/05/2023","AirNow","060131004","1","0.039","ppm","36","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/06/2023","AirNow","060131004","1","0.032","ppm","30","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/07/2023","AirNow","060131004","1","0.025","ppm","23","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/08/2023","AirNow","060131004","1","0.027","ppm","25","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/09/2023","AirNow","060131004","1","0.032","ppm","30","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/13/2023","AirNow","060131004","1","0.038","ppm","35","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/14/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/15/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/16/2023","AirNow","060131004","1","0.027","ppm","25","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/17/2023","AirNow","060131004","1","0.042","ppm","39","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/18/2023","AirNow","060131004","1","0.03","ppm","28","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/19/2023","AirNow","060131004","1","0.032","ppm","30","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/20/2023","AirNow","060131004","1","0.031","ppm","29","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/21/2023","AirNow","060131004","1","0.04","ppm","37","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/22/2023","AirNow","060131004","1","0.04","ppm","37","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/23/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/24/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/25/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/26/2023","AirNow","060131004","1","0.038","ppm","35","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/27/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"02/28/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/01/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/02/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/03/2023","AirNow","060131004","1","0.04","ppm","37","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/04/2023","AirNow","060131004","1","0.045","ppm","42","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/05/2023","AirNow","060131004","1","0.046","ppm","43","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/06/2023","AirNow","060131004","1","0.039","ppm","36","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/07/2023","AirNow","060131004","1","0.043","ppm","40","San Pablo","20","83.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/08/2023","AirNow","060131004","1","0.045","ppm","42","San Pablo","19","79.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/09/2023","AirNow","060131004","1","0.035","ppm","32","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/10/2023","AirNow","060131004","1","0.045","ppm","42","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/11/2023","AirNow","060131004","1","0.03","ppm","28","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/12/2023","AirNow","060131004","1","0.026","ppm","24","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/13/2023","AirNow","060131004","1","0.025","ppm","23","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/14/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/15/2023","AirNow","060131004","1","0.034","ppm","31","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/16/2023","AirNow","060131004","1","0.037","ppm","34","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/17/2023","AirNow","060131004","1","0.039","ppm","36","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/18/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/19/2023","AirNow","060131004","1","0.043","ppm","40","San Pablo","21","88.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/20/2023","AirNow","060131004","1","0.047","ppm","44","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/21/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/22/2023","AirNow","060131004","1","0.038","ppm","35","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/23/2023","AirNow","060131004","1","0.046","ppm","43","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/24/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/25/2023","AirNow","060131004","1","0.043","ppm","40","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/26/2023","AirNow","060131004","1","0.041","ppm","38","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
"03/27/2023","AirNow","060131004","1","0.044","ppm","41","San Pablo","24","100.0000","44201","Ozone","41860","San Francisco-Oakland-Hayward, CA","06","California","013","Contra Costa","37.9604","-122.356811"
