Site ID,Latitude (before),Longitude (before),Latitude (after),Longitude (after)
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010007,117,21,117,21
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010009,119,15,119,15
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
60010011,121,9,121,9
