Site ID,Latitude (before),Longitude (before),Latitude (after),Longitude (after)
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731014,1,116,1,116
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731016,13,109,13,109
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731022,8,115,8,115
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731026,6,108,6,108
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
60731201,17,111,17,111
